ACANTHACEAE#ADHATODA VASICA#QUERCETIN
LAMIACEAE#LEONURUS JAPONICUS#QUERCETIN#QUERCETIN,ISO:
LAMIACEAE#LEONURUS MARRUBIASTRUM#QUERCETIN
LAMIACEAE#LEONURUS SIBIRICUS#QUERCETIN-3-O-NEOHESPERIDOSIDE
LAMIACEAE#LEUCAS LAVANDULAEFOLIA#QUERCETIN-6'''-(ACETOXY)-3-O-BETA-D-GLUCOPYRANOSIDE
LAMIACEAE#LEUCAS URTICAEFOLIA#QUERCETIN
LAMIACEAE#LYCOPUS LUCIDUS#QUERCETIN
LAMIACEAE#MARRUBIUM VELUTINUM#QUERCETIN-3-O-(6''-ACETYL)-BETA-D-GLUCOPYRANOSIDE
LAMIACEAE#MARRUBIUM VULGARE#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
LAMIACEAE#MOSLA CHINENSIS#QUERCETIN
LAMIACEAE#OCIMUM BASILICUM#QUERCETIN
LAMIACEAE#ORIGANUM DICTAMNUS#QUERCETIN
LAMIACEAE#ORIGANUM DUBIUM#
LAMIACEAE#ORIGANUM VULGARE#QUERCETIN
LAMIACEAE#ORTHOSIPHON GRANDIFLORUS#QUERCETIN
LAMIACEAE#POGOSTEMON CABLIN#QUERCETIN
LAMIACEAE#PRUNELLA VULGARIS#QUERCETIN
LAMIACEAE#SALVIA BLEPHAROPHYLLA#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-GALACTOPYRANOSIDE
LAMIACEAE#SALVIA COMPRESSA#
LAMIACEAE#SALVIA DORRII_ssp.DORRII#QUERCETIN
LAMIACEAE#SALVIA FARINACEA#QUERCETIN-3-O-DIGLUCOSIDE
LAMIACEAE#SALVIA LONGIPEDICELLATA#
LAMIACEAE#SATUREJA BOLIVIANA#QUERCETIN-3-O-SOPHOROSIDE
LAMIACEAE#SCUTELLARIA BAICALENSIS#QUERCETIN
LAMIACEAE#TEUCRIUM ARAGONENSE#QUERCETIN
LAMIACEAE#TEUCRIUM BOTRYS#QUERCETIN
LAMIACEAE#TEUCRIUM BREVIFOLIUM#QUERCETIN
LAMIACEAE#TEUCRIUM CHAMAEDRYS#QUERCETIN,ISO:
LAMIACEAE#TEUCRIUM COMPACTUM#QUERCETIN
LAMIACEAE#TEUCRIUM FRUTICANS#QUERCETIN
LAMIACEAE#TEUCRIUM HAENSELERI#QUERCETIN
LAMIACEAE#TEUCRIUM MONTANUM#QUERCETIN
LAMIACEAE#TEUCRIUM POLIUM#QUERCETIN-3-O-GLUCOPYRANOSIDE
LAMIACEAE#TEUCRIUM POLIUM_ssp.AUREUM#QUERCETIN
LAMIACEAE#TEUCRIUM POLIUM_ssp.CAPITATUM#QUERCETIN
LAMIACEAE#TEUCRIUM POLIUM_ssp.PII-FONTII#QUERCETIN
LAMIACEAE#TEUCRIUM POLIUM_ssp.POLIUM#QUERCETIN
LAMIACEAE#TEUCRIUM PSEUDOCHAMAEPITYS#QUERCETIN
LAMIACEAE#TEUCRIUM SCORDIUM#QUERCETIN
LAMIACEAE#TEUCRIUM SCORODONIA#QUERCETIN,ISO:
LAMIACEAE#THYMUS HIRTUS#QUERCETIN,8-C-PARA-HYDROXY-BENZYL:
LAMIACEAE#THYMUS VULGARIS#QUERCETIN
LAMIACEAE#VITEX MEGAPOTAMICA#QUERCETIN
LAMIACEAE#VITEX POLYGAMA#QUERCETIN
LAMIACEAE#ZIZIPHORA TAURICA_ssp.CLEONIOIDES#QUERCETIN
LAURACEAE#ANIBA ROSAEODORA#QUERCETIN-3-O-DIRHAMNO-DIGLUCOSIDE
LAURACEAE#CASSYTHA FILIFORMIS#QUERCETIN-3-O-BETA-GALACTOSIDE#QUERCETIN-3-O-ROBINOBIOSIDE
LAURACEAE#CINNAMOMUM KOTOENSE#QUERCETIN
LAURACEAE#CINNAMOMUM TAMALA#QUERCETIN
LAURACEAE#CRYPTOCARYA ALBA#QUERCETIN
LAURACEAE#LAURUS NOBILIS#QUERCETIN-3-O-ALPHA-L-GALACTOSIDE
LAURACEAE#LINDERA AGGREGATA#QUERCETIN
LAURACEAE#LINDERA GLAUCA#QUERCETIN
LAURACEAE#LINDERA SERICEA_var.GLABRATA#QUERCETIN
LAURACEAE#LINDERA UMBELLATA#QUERCETIN
LAURACEAE#LINDERA UMBELLATA_var.MEMBRANACEA#QUERCETIN
LAURACEAE#LITSEA NANTOENSIS#QUERCETIN
LAURACEAE#MACHILUS BOMBYCINA#QUERCETIN#QUERCETIN,3'-4'-DIMETHYL:
LAURACEAE#MACHILUS JAPONICA_var.#QUERCETIN-3-GALACTOSIDE#QUERCETIN-3-O-BETA-D-DIGLUCOSIDE
LAURACEAE#MACHILUS THUNBERGII#QUERCETIN
LAURACEAE#NECTANDRA GARDNERI#QUERCETIN
LAURACEAE#NECTANDRA GLABRESCENS#QUERCETIN
LAURACEAE#OCOTEA HOLDRIGIANA#QUERCETIN
LAURACEAE#PERSEA AMERICANA#QUERCETIN#QUERCETIN-3-DIGLUCOSIDE
LAURACEAE#PERSEA BORBONIA#QUERCETIN-3-O-GLYCOSIDE
LAURACEAE#PERSEA HUMILIS#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
LAURACEAE#PERSEA LITTORALIS#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
LAURACEAE#PERSEA PALUSTRIS#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
LAURACEAE#PHOEBE CINNAMOMIFOLIA#
LAURACEAE#PHOEBE TONDUZII#QUERCETIN
LAURACEAE#UMBELLULARIA CALIFORNICA#QUERCETIN-3-O-TRIGLUCOSIDE
LECYTHIDACEAE#CAREYA ARBOREA#QUERCETIN
LEEACEAE#LEEA GUINEENSE#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE-3'-SULFATE
LEEACEAE#LEEA THORELII#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE
LILIACEAE#ALLIUM AMPELOPRASUM#QUERCETIN
LILIACEAE#ALLIUM ASCALONICUM#QUERCETIN#QUERCETIN-3-4'-DIGLUCOSIDE#QUERCETIN-4-GLUCOSIDE#QUERCETIN-7-GLUCOSIDE
LILIACEAE#ALLIUM CEPA#QUERCETIN#QUERCETIN-3-4'-DI-O-BETA-D-GLUCOSIDE#QUERCETIN-3-4'-DI-O-GLUCOSIDE#QUERCETIN-3-4'-O-BETA-DIGLUCOSIDE#QUERCETIN-3-O-SOPHOROSIDE-7-O-GLUCURONIDE#QUERCETIN-4'-O-GLUCOSIDE
LILIACEAE#ALLIUM CEPA_cv.ALBA#QUERCETIN
LILIACEAE#ALLIUM CEPA_cv.RED#QUERCETIN#QUERCETIN-3'-GLUCOSIDE
LILIACEAE#ALLIUM CEPA_cv.YELLOW#QUERCETIN
LILIACEAE#ALLIUM CEPA_var.AGGREGATUM#QUERCETIN-3-4'-DI-O-BETA-D-GLUCOPYRANOSIDE
LILIACEAE#ALLIUM CEPA_var.AGROGATUM#QUERCETIN
LILIACEAE#ALLIUM SATIVUM#QUERCETIN
LILIACEAE#ALLIUM SCHOENOPRASUM#QUERCETIN
LILIACEAE#ALLIUM SCHOENOPRASUM_cv.GARLIC#QUERCETIN
LILIACEAE#ALLIUM TUBEROSUM#QUERCETIN,3-4'-DI-O-BETA-D-GLUCOSYL:
LILIACEAE#ALOE SAPONARIA#QUERCETIN
LILIACEAE#ANEMARRHENA ASPHODELOIDES#QUERCETIN
LILIACEAE#CONVALLARIA KEISKEI#BIOQUERCETIN
LILIACEAE#CONVALLARIA MAJALIS#BIOQUERCETIN#QUERCETIN#QUERCETIN-3-O-ALPHA-GALACTOSIDE
LILIACEAE#ERYTHRONIUM SIBIRICUM#QUERCETIN
LILIACEAE#HELONIOPSIS ORIENTALIS#QUERCETIN-3-O-ARABINOSYL-GALACTOSIDE
LILIACEAE#HEMEROCALLIS FULVA#QUERCETIN-3-7-O-BETA-D-DIGLUCOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSYL-7-O-BETA-D-GLUCOPYRANOSIDE
LILIACEAE#HEMEROCALLIS SPECIES_cv.STELLA#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-[ALPHA-L-RHAMNOPYRANOSYL(1-2)]-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANSOYL(1-6)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-D-XYLOPYRANOSIDE
LILIACEAE#LILIUM AURATUM#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#LILIUM CONCOLOR_var.BUSCHIANUM#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#LILIUM LONGIFLORUM#QUERCETIN-4'-O-BETA-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOSIDE
LILIACEAE#MAIANTHEMUM BIFOLIUM_var.DILATATUM#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#OPHIOPOGON PLANISCAPUS#QUERCETIN-3-O-GLUCOSIDE-7-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#ORNITHOGALUM CAUDATUM#QUERCETIN
LILIACEAE#POLYGONATUM ALTE-LOBATUM#QUERCETIN
LILIACEAE#POLYGONATUM LASIANTHUM#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#POLYGONATUM ODORATUM#QUERCETIN
LILIACEAE#POLYGONATUM SENEGALENSE#QUERCETIN
LILIACEAE#RUSCUS HYPOGLOSSUM#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
LILIACEAE#SMILAX BOCKII#QUERCETIN
LILIACEAE#SMILAX CAMPESTRIS#QUERCETIN
LILIACEAE#SMILAX GLABRA#QUERCETIN
LILIACEAE#TOFIELDIA GLUTINOSA_var.BREVISTYLA#
LILIACEAE#TRILLIUM APETALUM#QUERCETIN#QUERCETIN-3-O-ALPHA-ARABINOPYRANOSYL(1-6)-BETA-GALACTOPYRANOSIDE
LILIACEAE#TRILLIUM KAMTSCHATICUM#QUERCETIN-3-O-ALPHA-ARABINOPYRANOSYL(1-6)-BETA-GALACTOPYRANOSIDE
LILIACEAE#TRILLIUM TSCHONOSKII#QUERCETIN-3-O-ALPHA-ARABINOPYRANOSYL(1-6)-BETA-GALACTOPYRANOSIDE#QUERCETIN-3-O-ARABINOSYL-GALACTOSIDE
LILIACEAE#TULIPA CHRYSANTHA#QUERCETIN
LILIACEAE#TULIPA GESNERIANA_cv.PARADAE#QUERCETIN-3-O-BETA-D-GENTIOBIOSIDE-7-O-BETA-D-GLUCURONIDE#QUERCETIN-3-O-BETA-D-GLUCOSIDE-7-O-BETA-D-GLUCURONIDE#QUERCETIN-3-O-BETA-D-RUTINOSIDE-7-O-BETA-D-GLUCURONIDE#QUERCETIN-3-O-GENTIOBIOSIDE-7-O-GLUCURONIDE
LILIACEAE#TULIPA GESNERIANA_var.PARADAE#QUERCETIN
LILIACEAE#TULIPA SPECIES_cv.APELDOORN#QUERCETIN-3-O-RHAMNOSYL-GLUCOSIDE
LILIACEAE#URGINEA MARITIMA_var.RUBRA#QUERCETIN
LILIACEAE#VERATRUM ALBUM_ssp.LOBELIANUM#QUERCETIN
LILIACEAE#VERATRUM STAMINEUM#QUERCETIN-3-O-GLUCOSIDE-7-O-RHAMNOSIDE
LIMNANTHACEAE#LIMNANTHES DOUGLASII_var.DOUGLASII#QUERCETIN-3-O-ALPHA-L-RHAMNORUTINOSIDE
LINACEAE#LINUM USITATISSIMUM#QUERCETIN
LOASACEAE#MENTZELIA CORDIFOLIA#QUERCETIN
LOGANIACEAE#STRYCHNOS CATHAYENSIS#QUERCETIN
LOGANIACEAE#STRYCHNOS VARIABILIS#QUERCETIN-3-(4''-TRANS-PARA-COUMAROYL)-ROBINOBIOSIDE#QUERCETIN-3-O-ROBINOBIOSIDE#QUERCETIN-3-RHAMNOSYL-(1-6)-GALACTOSIDE-7-GLUCOSIDE
LORANTHACEAE#LIGARIA CUNEIFOLIA#QUERCETIN
LORANTHACEAE#LORANTHUS LONGIFLORUS#QUERCETIN
LORANTHACEAE#LORANTHUS PARASITICUS#QUERCETIN
LORANTHACEAE#LORANTHUS PENTANDRUS#QUERCETIN
LORANTHACEAE#MACROSOLEN COCHINCHINENSIS#QUERCETIN
LORANTHACEAE#SCURRULA FERRUGINEA#QUERCETIN
LORANTHACEAE#SCURRULA LIQUIDAMBARICOLA#QUERCETIN#QUERCETIN-3-O-BETA-D-ARABINOFURANOSIDE
LORANTHACEAE#TAXILLUS BRACTEATUS#QUERCETIN#QUERCETIN-3-O-BETA-D-NEOHESPERIDOSIDE
LORANTHACEAE#TAXILLUS KAEMPFERI#QUERCETIN
LORANTHACEAE#TAXILLUS LEVINEI#QUERCETIN-3-O-(6''-GALLOYL)-BETA-D-GLUCOSIDE
LORANTHACEAE#VISCUM ALBUM_ssp.ABIETIS#QUERCETIN
LORANTHACEAE#VISCUM ALBUM_ssp.LAXUM#QUERCETIN
LORANTHACEAE#VISCUM ALBUM_ssp.PLATYSPERMUM#QUERCETIN
LOWIACEAE#ORCHIDANTHA MAXILLARIOIDES#QUERCETIN
LOXSOMATACEAE#LOXSOMA CUNNINGHAMII#QUERCETIN-3-O-BETA-D-GLUCOSIDE-7-O-ALPHA-L-ARABINOSIDE
LYTHRACEAE#AMMANNIA BACCIFERA#QUERCETIN
LYTHRACEAE#CUPHEA APERTA#QUERCETIN
LYTHRACEAE#DIPLUSODON CILIFLORUS#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON GLAUCESCENS#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON HEXANDER#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON MYRSINITES#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON ORBICULARIS_var.BRACHYANDER#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON ROTUNDIFOLIUS#QUERCETIN-3-O-ARABINOSYL-GLUCOSIDE
LYTHRACEAE#DIPLUSODON SORDIDUS#QUERCETIN-3-O-GALACTOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON SPECIOSUS#QUERCETIN-3-O-GLUCOSYL-RHAMNOSIDE
LYTHRACEAE#DIPLUSODON UNINERVIUS#QUERCETIN-3-O-GLUCOSYL-GLUCURONIDE
LYTHRACEAE#DIPLUSODON VIRGATUS#QUERCETIN-3-O-GLUCOSYL-GLUCURONIDE
LYTHRACEAE#LAFOENSIA DENSIFLORA#QUERCETIN-3-O-GLUCOSYL-GLUCOSIDE
LYTHRACEAE#PEMPHIS ACIDULA#QUERCETIN-3-O-(6-O-GALLOYL-BETA-D-GALACTOPYRANOSIDE)#QUERCETIN-3-O-(6-O-GALLOYL-BETA-D-GLUCOPYRANOSIDE)
LYTHRACEAE#ROTALA VERTICILLARIS#QUERCETIN
LYTHRACEAE#WOODFORDIA FLORIBUNDA#QUERCETIN#QUERCETIN-3-O-(6''-GALLOYL)-BETA-D-GALACTOSIDE#QUERCETIN-3-O-(6''-GALLOYL)-BETA-D-GLUCOSIDE
MAGNOLIACEAE#LIRIODENDRON CHINENSE#QUERCETIN-3-O-GLYCOSIDE
MAGNOLIACEAE#LIRIODENDRON SPECIES#QUERCETIN-3-O-GLYCOSIDE
MAGNOLIACEAE#LIRIODENDRON TULIPIFERA#QUERCETIN-3-O-GLYCOSIDE
MAGNOLIACEAE#PARAKMERIA YUNNANENSIS#QUERCETIN
MALPIGHIACEAE#BYRSONIMA CRASSIFOLIA#QUERCETIN#QUERCETIN-3-O-(6''-GALLOYL)-GLUCOSIDE
MALPIGHIACEAE#BYRSONIMA MICROPHYLLA#QUERCETIN
MALPIGHIACEAE#GALPHIMIA GLAUCA#QUERCETIN#QUERCETIN-3-O-(2''-GALLOYL)-BETA-D-GLUCOSIDE#QUERCETIN-3-O-(6''-GALLOYL)-BETA-D-GLUCOSIDE
MALVACEAE#ABELMOSCHUS MANIHOL#QUERCETIN,ISO:
MALVACEAE#ABUTILON AVICENNAE#QUERCETIN
MALVACEAE#ABUTILON INDICUM#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOSIDE
MALVACEAE#ABUTILON PANNOSUM#QUERCETIN
MALVACEAE#ABUTILON THEOPHRASTI#QUERCETIN
MALVACEAE#ALTHAEA CANNABINA#QUERCETIN
MALVACEAE#ALTHAEA OFFICINALIS_cv.RUSSALKA#QUERCETIN
MALVACEAE#ALTHAEA OFFICINALIS_var.RUSSALKA#QUERCETIN
MALVACEAE#ALTHAEA ROSEA#QUERCETIN
MALVACEAE#CORYNABUTILON VITIFOLIUM#QUERCETIN
MALVACEAE#GOSSYPIUM ARBOREUM#QUERCETIN-3'-O-BETA-D-GLUCOSIDE#QUERCETIN-3'-O-GLUCOSIDE
MALVACEAE#GOSSYPIUM BARBADENSE#QUERCETIN-3'-O-BETA-D-GLUCOSIDE#QUERCETIN-3-(1-BETA-D-GLUCOSIDE-2-BETA-D-GLUCOSIDE)
MALVACEAE#GOSSYPIUM BARBADENSE_cv.MENOUFI#QUERCETIN-3-O-GLUCO-GALACTOSIDE
MALVACEAE#GOSSYPIUM BARBADENSE_var.GIZA#QUERCETIN
MALVACEAE#GOSSYPIUM HERBACEUM#QUERCETIN
MALVACEAE#GOSSYPIUM HIRSUTUM#QUERCETIN#QUERCETIN,ISO:#QUERCETIN-3-O-NEOHESPERIDOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.108-F#QUERCETIN-3'-O-BETA-D-GLUCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.CAMD-SM#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.DES-24#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.NM-868#QUERCETIN-3'-O-BETA-D-GLUCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.TAMCOT#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
MALVACEAE#GOSSYPIUM HIRSUTUM_cv.TM-1#QUERCETIN-3-O-ALPHA-L-RHAMNO-GLUCOSIDE
MALVACEAE#GOSSYPIUM SPECIES#QUERCETIN
MALVACEAE#GOSSYPIUM SPECIES_cv.TASHKENT-1#QUERCETIN
MALVACEAE#HIBISCUS ESCULENTUS#QUERCETIN#QUERCETIN,3'-4'-DIMETHOXY:#QUERCETIN-5-O-BETA-D-GLUCOSIDE
MALVACEAE#HIBISCUS MANIHOT#QUERCETIN
MALVACEAE#HIBISCUS MICRANTHUS#QUERCETIN
MALVACEAE#HIBISCUS MUTABILIS#QUERCETIN#QUERCETIN-3-SAMBUBIOSIDE
MALVACEAE#HIBISCUS ROSA-SINENSIS#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE#QUERCETIN-3-DI-O-BETA-D-GLUCOSIDE
MALVACEAE#HIBISCUS SABDARIFFA#QUERCETIN
MALVACEAE#HIBISCUS SABDARIFFA_cv.RUBUS#QUERCETIN
MALVACEAE#HIBISCUS SPECIES#QUERCETIN-3-(1-BETA-D-GLUCOSIDO-2-BETA-D-GLUCOSIDE)
MALVACEAE#KITAIBELIA VITIFOLIA#QUERCETIN#QUERCETIN-3-O-SAMBUBIOSIDE#QUERCETIN-3-O-XYLOSYL-GLUCOSIDE-7-O-BETA-D-GLUCOSIDE
MALVACEAE#LAVATERA THURINGIACA#QUERCETIN
MALVACEAE#MALOPE TRIFIDA#QUERCETIN
MALVACEAE#MALVA ALCEA#QUERCETIN
MALVACEAE#MALVA CRISPA#QUERCETIN
MALVACEAE#MALVA MAURITIANA#QUERCETIN
MALVACEAE#MALVA MELUCA#QUERCETIN
MALVACEAE#MALVA MOSCHATA#QUERCETIN
MALVACEAE#MALVA NEGLECTA#QUERCETIN
MALVACEAE#MALVA PUSSILLA#QUERCETIN
MALVACEAE#MALVA SYLVESTRIS#QUERCETIN
MALVACEAE#MALVA VERTICILLATA#QUERCETIN
MALVACEAE#MODIOLA CAROLINIANA#QUERCETIN
MALVACEAE#PAVONIA HASTATA#QUERCETIN
MALVACEAE#PAVONIA SPINIFEX#QUERCETIN
MALVACEAE#SIDA ELLIOTTI#QUERCETIN
MALVACEAE#SIDA HIRSUTA#QUERCETIN
MALVACEAE#SIDA RHOMBIFOLIA#QUERCETIN
MALVACEAE#SIDA SPINOSA#QUERCETIN
MALVACEAE#SPHAERALCEA UMBELLATA#QUERCETIN
MALVACEAE#THESPESIA LAMPAS#QUERCETIN
MALVACEAE#THESPESIA POPULNEA#QUERCETIN#QUERCETIN-7-O-BETA-D-RHAMNOGLUCOSIDE#QUERCETIN-7-O-RHAMNOGLUCOSIDE
MALVACEAE#URENA LOBATA#QUERCETIN
MARANTACEAE#CALATHEA CYLINDRICA#QUERCETIN
MARANTACEAE#CALATHEA WARSCEWICZII#QUERCETIN
MARANTACEAE#CTENANTHE KUMMERIANA#QUERCETIN
MARANTACEAE#CTENANTHE OPPENHEIMIANA#QUERCETIN
MARANTACEAE#ISCHNOSIPHON AROUMA#QUERCETIN
MARANTACEAE#MARANTA ARUNDINACEA#QUERCETIN
MARANTACEAE#MARANTA BICOLOR#QUERCETIN
MARANTACEAE#MARANTA LEUCONEURA_var.KERCHOVIANA#QUERCETIN
MARANTACEAE#MARANTA LEUCONEURA_var.MASSANGEANA#QUERCETIN
MARANTACEAE#MONOTAGMA SPICATUM#QUERCETIN
MARANTACEAE#PLEIOSTACHYA PRUINOSA#QUERCETIN
MARANTACEAE#SARCOPHRYNIUM MACROPHYLLUM#QUERCETIN
MARANTACEAE#SCHUMANNIANTHUS DICHOTOMUS#QUERCETIN
MARANTACEAE#THALIA MULTIFLORA#QUERCETIN-3-0-BETA-D-GLUCOPYRANOSYL(6-1)-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-0-BETA-D-GLUCOSIDE
MARSILEACEAE#PILULARIA GLOBULIFERA#QUERCETIN-3-XYLOSIDE
MELASTOMATACEAE#MELASTOMA CANDIDUM#QUERCETIN
MELASTOMATACEAE#MELASTOMA MALABATHRICUM#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL(1-2)-BETA-D-GALACTOSIDE
MELASTOMATACEAE#MONOCHAETUM MULTIFLORUM#QUERCETIN-3-(6'-O-CAFFEOYL)-BETA-D-GALACTOSIDE#QUERCETIN-3-(6'-O-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE
MELASTOMATACEAE#OSBECKIA CHINENSIS#QUERCETIN#QUERCETIN-3-GENTIOBIOOSIDE
MELASTOMATACEAE#OSBECKIA CRINITA#QUERCETIN
MELASTOMATACEAE#TIBOUCHINA SEMIDECANDRA#QUERCETIN-3-O-(6''-GALLOYL-GALACTOSIDE)
MELIACEAE#AGLAIA ROXBURGHIANA#QUERCETIN
MELIACEAE#AZADIRACHTA INDICA#QUERCETIN
MELIACEAE#CEDRELA SINENSIS#QUERCETIN
MELIACEAE#CHUKRASIA TABULARIS#QUERCETIN
MELIACEAE#KHAYA SENEGALENSIS#QUERCETIN
MELIACEAE#SOYMIDA FEBRIFUGA#QUERCETIN
MENYANTHACEAE#FAURIA CRISTA-GALLI#QUERCETIN
MENYANTHACEAE#MENYANTHES TRIFOLIATA#QUERCETIN
MORACEAE#FICUS SEMICORDATA#QUERCETIN
MORACEAE#MACLURA COCHINCHINENSIS#QUERCETIN
MORACEAE#MACLURA POMIFERA#QUERCETIN
MORACEAE#MORUS ALBA#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE#QUERCETIN-3-O-(6''-O-ACETYL)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-(6''-O-ACETYL)-BETA-D-GLUCOSIDE#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL((1-6)-BETA-D-GLUCOPYRANOSIDE
MORACEAE#MORUS AUSTRALIS#QUERCETIN
MORACEAE#MORUS INDICA#QUERCETIN
MORACEAE#MORUS LAEVIGATA#QUERCETIN
MORACEAE#MORUS RUBRA#QUERCETIN
MORACEAE#MORUS SERRATA#QUERCETIN
MORACEAE#MORUS SPECIES#QUERCETIN
MORACEAE#MUSANGA CECROPIOIDES#QUERCETIN,ISO:
MORINGACEAE#MORINGA CONCANENSIS#QUERCETIN
MORINGACEAE#MORINGA PEREGRINA#QUERCETIN
MORINGACEAE#MORINGA PTERYGOSPERMA#QUERCETIN#QUERCETIN,3'-METHOXY:#QUERCETIN-3-GLYCOSIDE
MUSACEAE#ENSETE EDULE#QUERCETIN
MUSACEAE#HELICONIA ANGUSTIFOLIA#QUERCETIN
MUSACEAE#HELICONIA HIRSUTA#QUERCETIN
MUSACEAE#HELICONIA PSITTACORUM#QUERCETIN
MUSACEAE#HELICONIA TORTUOSA#QUERCETIN
MUSACEAE#MUSA ACUMINATA_cv.LADYS#QUERCETIN
MUSACEAE#MUSA BASJOO#QUERCETIN
MUSACEAE#MUSA BECCARII#QUERCETIN
MUSACEAE#MUSA ZEBRINA#QUERCETIN
MUSACEAE#RAVENALA MADAGASCARIENSIS#QUERCETIN
MUSACEAE#RAVENALA NIKOLAI#QUERCETIN
MUSACEAE#STRELITZIA AUGUSTA#QUERCETIN
MUSACEAE#STRELITZIA NICOLAI#QUERCETIN
MUSACEAE#STRELITZIA PARVIFOLIA#QUERCETIN
MUSACEAE#STRELITZIA REGALIS#QUERCETIN
MUSACEAE#STRELITZIA REGINAE#QUERCETIN
MYRICACEAE#COMPTONIA PEREGRINA#QUERCETIN
MYRICACEAE#MYRICA GALE#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
MYRICACEAE#MYRICA NANA#QUERCETIN
MYRICACEAE#MYRICA RUBRA#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOSIDE#QUERCETIN-3-O-L-ALPHA-RHAMNOSIDE
MYRISTICACEAE#IRYANTHERA SAGOTIANA#QUERCETIN
MYRSINACEAE#ARDISIA COLORATA#QUERCETIN
MYRSINACEAE#ARDISIA FABERI#QUERCETIN
MYRSINACEAE#ARDISIA JAPONICA#QUERCETIN
MYRSINACEAE#EMBELIA KENIENSIS#QUERCETIN
MYRSINACEAE#EMBELIA SCHIMPERI#QUERCETIN#QUERCETIN-3-GALACTOSYL(1-2)-RHAMNOSIDE#QUERCETIN-3-[ALPHA-L-RHAMNOPYRANOSYL(1-6)-BETA-D-GLUCOPYRANOSIDE]
MYRSINACEAE#MAESA INDICA#QUERCETIN
MYRSINACEAE#MAESA LANCEOLATA#QUERCETIN#QUERCETIN-3-O-BETA-3'''-6'''-DIACETYL-GLUCOPYRANOSYL(1-4)-ALPHA-2''-3''-DIACETYL-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-GALACTOPYRANOSYL(1-4)-ALPHA-RHAMNOPYRANOSIDE-7-O-BETA-GALACTOPYRANOSIDE
MYRSINACEAE#MAESA MACROPHYLLA#QUERCETIN
