ACANTHACEAE#ADHATODA VASICA#QUERCETIN
FABACEAE#PHASEOLUS VULGARIS_cv.LABRADOR#QUERCETIN-3-O-(2(G)-BETA-D-XYLOPYRANOSYL-RUTINOSIDE)
FABACEAE#PHASEOLUS VULGARIS_cv.MATADOR#QUERCETIN-3-O-(2(G)-BETA-D-XYLOPYRANOSYL-RUTINOSIDE)
FABACEAE#PHASEOLUS VULGARIS_cv.MONTANO#QUERCETIN-3-O-(2(G)-BETA-D-XYLOPYRANOSYL-RUTINOSIDE)
FABACEAE#PHASEOLUS VULGARIS_var.ABORIGINEUS#
FABACEAE#PILIOSTIGMA RETICULATUM#QUERCETIN
FABACEAE#PILIOSTIGMA THONNINGII#
FABACEAE#PISUM SATIVUM#QUERCETIN#QUERCETIN-3-O-(6-O-TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-SOPHOROSIDE#QUERCETIN-3-TRIGLUCOSIDE
FABACEAE#PISUM SATIVUM_cv.SOLARIA#QUERCETIN-3-(6-CAFFEYL-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE)#QUERCETIN-3-(6-FERULYL-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE)#QUERCETIN-3-(6-PARA-COUMARYL-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE)#QUERCETIN-3-(6-SINAPYL-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSYL(1-2)-BETA-D-GLUCOPYRANOSIDE)#QUERCETIN-3-SOPHOROTRIOSIDE
FABACEAE#PISUM SATIVUM_var.PALERBSE#QUERCETIN
FABACEAE#PITHECELLOBIUM ALBICANS#QUERCETIN
FABACEAE#PITHECELLOBIUM DULCE#QUERCETIN
FABACEAE#PONGAMIA PINNATA#QUERCETIN
FABACEAE#PROSOPIS ALBA#QUERCETIN
FABACEAE#PROSOPIS ALBA_var.PANTA#
FABACEAE#PROSOPIS ALGAROBILLA#QUERCETIN
FABACEAE#PROSOPIS ARTICULATA#
FABACEAE#PROSOPIS CALDENIA#QUERCETIN
FABACEAE#PROSOPIS CHILENSIS#
FABACEAE#PROSOPIS FIEBRIGII#
FABACEAE#PROSOPIS GLANDULOSA_var.GLANDULOSA#
FABACEAE#PROSOPIS GLANDULOSA_var.TORREYANA#
FABACEAE#PROSOPIS HUMILIS#QUERCETIN
FABACEAE#PROSOPIS NIGRA#QUERCETIN
FABACEAE#PROSOPIS REPTANS_var.CINERASCENS#QUERCETIN
FABACEAE#PROSOPIS REPTANS_var.REPTANS#QUERCETIN
FABACEAE#PROSOPIS RUIZLEALII#QUERCETIN
FABACEAE#PROSOPIS RUSCIFOLIA#QUERCETIN
FABACEAE#PROSOPIS SERICANTHA#QUERCETIN
FABACEAE#PSOPHOCARPUS TETRAGONOLOBUS#QUERCETIN-3-O-RHAMNOGLUCOSIDE
FABACEAE#PTEROCARPUS SANTALINUS#QUERCETIN
FABACEAE#PTEROSPARTUM TRIDENTATUM#QUERCETIN,ISO:
FABACEAE#PUERARIA LOBATA#QUERCETIN
FABACEAE#RETAMA RAETAM#QUERCETIN
FABACEAE#RHYNCHOSIA RUFESCENS#
FABACEAE#ROBINIA PSEUDOACACIA#QUERCETIN
FABACEAE#SARACA ASOCA#QUERCETIN
FABACEAE#SARACA INDICA#QUERCETIN
FABACEAE#SAROTHAMNUS PATENS#QUERCETIN#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
FABACEAE#SENNA ITALICA#QUERCETIN
FABACEAE#SENNA LINDHEIMERIANA#
FABACEAE#SENNA SKINNERI#QUERCETIN
FABACEAE#SESBANIA SESBAN#QUERCETIN
FABACEAE#SOPHORA JAPONICA#QUERCETIN
FABACEAE#SOPHORA SECUNDIFLORA#QUERCETIN
FABACEAE#SPARTIUM JUNCEUM#QUERCETIN-3-4'-DIGLUCOSIDE
FABACEAE#SPHAEROPHYSA SALSULA#QUERCETIN
FABACEAE#STYPHNOLOBIUM JAPONICUM#QUERCETIN
FABACEAE#TADEHAGI TRIQUETRUM#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL(6-1)-ALPHA-L-RHAMNOPYRANOSIDE
FABACEAE#TAVERNIERA AEGYPTIACA#QUERCETIN-3-O-ROBINIOBIOSIDE
FABACEAE#TEPHROSIA MAJOR#QUERCETIN
FABACEAE#TEPHROSIA NUBICA#QUERCETIN-3-GALACTOSIDE-7-RHAMNOSIDE
FABACEAE#TEPHROSIA PURPUREA#QUERCETIN
FABACEAE#TEPHROSIA VOGELII#QUERCETIN-3-O-ARABINOPYRANOSIDE
FABACEAE#TETRAGONOLOBUS SILIQUOSUS#QUERCETIN
FABACEAE#TRIFOLIUM ALEXANDRINUM#QUERCETIN
FABACEAE#TRIFOLIUM ARVENSE#QUERCETIN-3-O-XYLOSIDE
FABACEAE#TRIFOLIUM HYBRIDUM#QUERCETIN
FABACEAE#TRIFOLIUM INCARNATUM#QUERCETIN
FABACEAE#TRIFOLIUM MONTANUM#QUERCETIN
FABACEAE#TRIFOLIUM POLYPHYLLUM#QUERCETIN
FABACEAE#TRIFOLIUM PRATENSE#QUERCETIN
FABACEAE#TRIFOLIUM PRATENSE_cv.START#
FABACEAE#TRIFOLIUM PRATENSE_ssp.EXPANSUM#QUERCETIN
FABACEAE#TRIFOLIUM PRATENSE_ssp.SATIVUM#QUERCETIN
FABACEAE#TRIFOLIUM REPENS#QUERCETIN#QUERCETIN-3-O-(6''-ACETYL)-BETA-D-GALACTOPYRANOSIDE
FABACEAE#TRIFOLIUM SPECIES#QUERCETIN
FABACEAE#TRIFOLIUM STREPENS#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_cv.GERALDTON#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_cv.MT.BARKER#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_cv.RED#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_cv.YARLOOP#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_A258#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_B763#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_GERALDTON#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_L858#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_N3761#QUERCETIN
FABACEAE#TRIFOLIUM SUBTERRANEUM_genotype_N4285#QUERCETIN
FABACEAE#TRIGONELLA ARABICA#QUERCETIN-3-7-DIGLUCOSIDE
FABACEAE#TRIGONELLA CAERULEA#QUERCETIN
FABACEAE#TRIGONELLA CALLICERAS#QUERCETIN
FABACEAE#TRIGONELLA CORNICULATA#QUERCETIN
FABACEAE#TRIGONELLA CRETICA#QUERCETIN
FABACEAE#TRIGONELLA CYLINDRACEA#QUERCETIN-3-7-DIGLUCOSIDE
FABACEAE#TRIGONELLA FOENUM-GRAECUM#QUERCETIN#QUERCETIN,3'-METHOXY:#QUERCETIN-3-7-DIGLUCOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-O-BETA-D-GLUCOSYL(1-2)-BETA-D-GALACTOSIDE-7-O-BETA-D-GLUCOSIDE
FABACEAE#TRIGONELLA GEMINIFLORA#QUERCETIN
FABACEAE#TRIGONELLA GLABRA#QUERCETIN-3-GALACTOGLUCOSIDE
FABACEAE#TRIGONELLA GRANDIFLORA#QUERCETIN
FABACEAE#TRIGONELLA LACINIATA#QUERCETIN-3-GALACTOGLUCOSIDE
FABACEAE#TRIGONELLA MARITIMA#QUERCETIN-3-GALACTOGLUCOSIDE
FABACEAE#TRIGONELLA MONSPELIACA#QUERCETIN
FABACEAE#TRIGONELLA NOEANA#QUERCETIN
FABACEAE#TRIGONELLA OCCULTA#QUERCETIN
FABACEAE#TRIGONELLA POLYCERATA#QUERCETIN#QUERCETIN-3-7-DIGLUCOSIDE
FABACEAE#TRIGONELLA STELLATA#QUERCETIN-3-GALACTOGLUCOSIDE
FABACEAE#ULEX EUROPAEUS#QUERCETIN-3-7-DI-O-BETA-D-GLUCOSIDE
FABACEAE#VICIA AMOENA#QUERCETIN
FABACEAE#VICIA AMURENSIS#QUERCETIN-3-(2-6-DI-O-ALPHA-RHAMNOPYRANOSYL-BETA-GALACTOPYRANOSIDE)
FABACEAE#VICIA ANGUSTIFOLIA#QUERCETIN#QUERCETIN-3-O-GALACTOSYL-(1-6)-GLUCOSIDE
FABACEAE#VICIA CALCARATA#QUERCETIN-3-5-DI-O-BETA-D-GLUCOPYRANOSIDE
FABACEAE#VICIA CRACCA#QUERCETIN
FABACEAE#VICIA DUMETORUM#QUERCETIN
FABACEAE#VICIA FABA#QUERCETIN#QUERCETIN-3-O-(6''-ACETYL)-BETA-D-GALACTOSIDE-7-O-ALPHA-L-RHAMNOSIDE#QUERCETIN-3-O-BETA-D-GALACTOSIDE-7-O-ALPHA-L-RHAMNOSIDE#QUERCETIN-3-O-BETA-D-GLUCOSYL-7-O-RHAMNOSIDE
FABACEAE#VICIA HIRSUTA#QUERCETIN
FABACEAE#VICIA HYBRIDA#QUERCETIN-3-O-BETA-D-GLUCOSYL-7-O-ALPHA-L-RHAMNOSIDE
FABACEAE#VICIA MONANTHOS#QUERCETIN
FABACEAE#VICIA PEREGRINA#QUERCETIN
FABACEAE#VICIA PICTA#QUERCETIN
FABACEAE#VICIA PISIFORMIS#QUERCETIN
FABACEAE#VICIA SATIVA#QUERCETIN#QUERCETIN,ISO:#QUERCETIN-3-7-DI-O-GLUCOPYRANOSIDE
FABACEAE#VICIA TENUIFOLIA#QUERCETIN
FABACEAE#VICIA TETRASPERMA#QUERCETIN
FABACEAE#VICIA VILLOSA#QUERCETIN
FABACEAE#VIGNA ADENANTHERA#QUERCETIN-3-O-BETA-D-SOPHOROSIDE
FABACEAE#VIGNA CANDIDA#QUERCETIN-3-O-BETA-D-SOPHOROSIDE
FABACEAE#VIGNA LUTEOLA#QUERCETIN-3-O-BETA-ROBINOBIOSIDE-7-O-ALPHA-RHAMNOPYRANOSIDE
FABACEAE#VIGNA PEDUNCULARIS#QUERCETIN-3-O-BETA-GENTIOBIOSIDE
FABACEAE#VIGNA RADIATA#QUERCETIN#QUERCETIN-3-O-SOPHOROSIDE
FABACEAE#VIGNA SPIRALIS#QUERCETIN-3-O-BETA-D-SOPHOROSIDE
FABACEAE#VIGNA UNGUICULATA#QUERCETIN#QUERCETIN,3'-4'-DIMETHOXY:
FABACEAE#WAGATEA SPICATA#QUERCETIN
FAGACEAE#CASTANEA CRENATA#QUERCETIN
FAGACEAE#CASTANEA MOLLISSIMA#QUERCETIN
FAGACEAE#CASTANEA SATIVA#QUERCETIN
FAGACEAE#CASTANEA VULGARIS#QUERCETIN
FAGACEAE#FAGUS ORIENTALIS#QUERCETIN
FAGACEAE#NOTHOFAGUS ANTARCTICA#QUERCETIN-3-O-ALPHA-L-ARABINOPYRANOSIDE
FAGACEAE#NOTHOFAGUS FUSCA#QUERCETIN
FAGACEAE#QUERCUS CANARIENSIS#QUERCETIN-3-O-SAMBUBIOSIDE
FAGACEAE#QUERCUS CERRIS#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS DENTATA#QUERCETIN
FAGACEAE#QUERCUS ENGLERIANA#QUERCETIN
FAGACEAE#QUERCUS IBERICA#QUERCETIN
FAGACEAE#QUERCUS INCANA#QUERCETIN#QUERCETIN-3-O-BETA-D-GALACTOSYL-ARABINOSIDE
FAGACEAE#QUERCUS LAURIFOLIA#QUERCETIN-3-O-SAMBUBIOSIDE
FAGACEAE#QUERCUS MACROCARPA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS PONTICA#QUERCETIN,ISO:
FAGACEAE#QUERCUS PUBESCENS#QUERCETIN-3-O-BETA-SOPHOROSIDE#QUERCETIN-3-O-SAMBUBIOSIDE
FAGACEAE#QUERCUS ROBUR#QUERCETIN#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS RUBRA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE#QUERCETIN-3-O-GLYCOSIDES
FAGACEAE#QUERCUS SHUMARDII#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS SINUATA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS STELLATA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS SUBER#QUERCETIN
FAGACEAE#QUERCUS TEXANA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS TURBINELLA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FAGACEAE#QUERCUS VIRGINIANA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
FLACOURTIACEAE#CASEARIA ILICIFOLIA#QUERCETIN
FLACOURTIACEAE#DOVYALIS CAFFRA#QUERCETIN
FLACOURTIACEAE#ERYTHROSPERMUM MONTICOLUM#QUERCETIN-3-O-XYLOSYL(1-2)-RHAMNOSIDE
FLACOURTIACEAE#IDESIA POLYCARPA#QUERCETIN
FOUQUIERIACEAE#FOUQUIERIA SPLENDENS#QUERCETIN
FRANKENIACEAE#FRANKENIA CORYMBOSA#QUERCETIN-7-BISULFATE-3-GLUCURONIDE
FRANKENIACEAE#FRANKENIA HIRSUTA#QUERCETIN-3-O-GENTIOBIOSIDE
GENTIANACEAE#BLACKSTONIA PERFOLIATA#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE(1-2)BETA-D-GALACTOPYRANOSYL-7-O-BETA-D-GLUCOSIDE#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSYL(1-2)BETA-D-GALACTOPYRANOSIDE
GENTIANACEAE#CENTAURIUM ERYTHRAEA#
GENTIANACEAE#CENTAURIUM SPICATUM#QUERCETIN#QUERCETIN-3-O-(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)-(1-6)-BETA-GALACTOPYRANOSIDE#QUERCETIN-3-O-[(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)(1-6)]-3-4-DIACETYL-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-[(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)(1-6)]-3-ACETYL-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-[(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)(1-6)]-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-[(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)-(1-6)]-3-ACETYL-BETA-GALACTOPYRANOSIDE#QUERCETIN-3-O-[(2-3-4-TRIACETYL-ALPHA-RHAMNOPYRANOSYL)-(1-6)]-4-ACETYL-BETA-GALACTOPYRANOSIDE
GENTIANACEAE#ENICOSTEMA HYSSOPIFOLIUM#QUERCETIN
GENTIANACEAE#GENTIANA ARISANENSIS#QUERCETIN
GENTIANACEAE#GENTIANA SCABRIDA#QUERCETIN#QUERCETIN-3-O-(6-O-ALPHA-L-ARABINOPYRANOSYL)-BETA-D-GALACTOPYRANOSIDE
GENTIANACEAE#LIPAROPHYLLUM GUNNII#QUERCETIN
GENTIANACEAE#NYMPHOIDES CORDATA#QUERCETIN
GENTIANACEAE#NYMPHOIDES CRENATA#QUERCETIN
GENTIANACEAE#NYMPHOIDES CRISTATA#QUERCETIN
GENTIANACEAE#NYMPHOIDES EXIGUA#QUERCETIN
GENTIANACEAE#NYMPHOIDES FALLAX#QUERCETIN#QUERCETIN,3-7-DI-O-METHYL:#QUERCETIN,7-O-METHYL:
GENTIANACEAE#NYMPHOIDES GEMINATA#QUERCETIN#QUERCETIN,3-7-DI-O-METHYL:#QUERCETIN,7-O-METHYL:
GENTIANACEAE#NYMPHOIDES GRAYANUM#QUERCETIN#QUERCETIN,3-7-DI-O-METHYL:#QUERCETIN,7-O-METHYL:
GENTIANACEAE#NYMPHOIDES INDICA#QUERCETIN#QUERCETIN,7-O-METHYL:
GENTIANACEAE#NYMPHOIDES PELTATUM#QUERCETIN#QUERCETIN,ISO:
GENTIANACEAE#SWERTIA HOOKERI#
GENTIANACEAE#VILLARSIA ALBIFLORA#QUERCETIN
GENTIANACEAE#VILLARSIA CALTHIFOLIA#QUERCETIN
GENTIANACEAE#VILLARSIA CAPENSIS#QUERCETIN
GENTIANACEAE#VILLARSIA CAPITATA#QUERCETIN
GENTIANACEAE#VILLARSIA CONGESTIFLORA#QUERCETIN
GENTIANACEAE#VILLARSIA EXALTATA#QUERCETIN
GENTIANACEAE#VILLARSIA LASIOSPERMA#QUERCETIN
GENTIANACEAE#VILLARSIA LATIFOLIA#QUERCETIN
GENTIANACEAE#VILLARSIA PARNASSIFOLIA#QUERCETIN
GENTIANACEAE#VILLARSIA RENIFORMIS#QUERCETIN
GENTIANACEAE#VILLARSIA VIOLIFOLIA#QUERCETIN
GERANIACEAE#ERODIUM MOSCHATUM#QUERCETIN
GERANIACEAE#GERANIUM ALBICANS#QUERCETIN
GERANIACEAE#GERANIUM ERIOSTEMON#QUERCETIN
GERANIACEAE#GERANIUM MACRORRHIZUM#QUERCETIN
GERANIACEAE#GERANIUM NEPALENSE#QUERCETIN
GERANIACEAE#GERANIUM PRATENSE#QUERCETIN,3-O-BETA-D-GALACTOPYRANOSIDE:
GERANIACEAE#GERANIUM PRATENSE_ssp.FINITIMUM#QUERCETIN-3-O-(2''-O-GALLOYL)-BETA-D-GALACTOPYRANOSIDE#QUERCETIN-3-O-(2''-O-GALLOYL)-BETA-D-GLUCOPYRANOSIDE
GERANIACEAE#GERANIUM PUSILLUM#QUERCETIN
GERANIACEAE#GERANIUM RECTUM#QUERCETIN
GERANIACEAE#GERANIUM ROBERTIANUM#QUERCETIN-3-O-RHAMNO-GLUCOSIDE
GERANIACEAE#GERANIUM SANGUINEUM#QUERCETIN
GERANIACEAE#GERANIUM SIBIRICUM#QUERCETIN
GERANIACEAE#GERANIUM THUNBERGII#QUERCETIN#QUERCETIN-3-O-ALPHA-L-RHAMNOPYRANOSIDE
GERANIACEAE#GERANIUM YOSHINOI#QUERCETIN
GERANIACEAE#PELARGONIUM ASPERUM#QUERCETIN
GERANIACEAE#PELARGONIUM RENIFORME#QUERCETIN
GINKGOACEAE#GINKGO BILOBA#QUERCETIN#QUERCETIN-3-GLUCORHAMNOSIDE#QUERCETIN-3-O-(2''-O-BETA-D-GLUCOPYRANOSYL)-ALPHA-L-RHAMNOPYRANOSIDE#QUERCETIN-3-O-(6'''-O-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)ALPHA-L-RHAMNOPYRANOSIDE)#QUERCETIN-3-O-(6'''-PARA-COUMAROYL-GLUCOPYRANOSYL-BETA-1-4-RHAMNOPYRANOSIDE)#QUERCETIN-3-O-(6'''-PARA-COUMAROYL-GLUCOSYL(1-2)-RHAMNOSIDE)#QUERCETIN-3-O-(6'''-PARA-COUMAROYL-GLUCOSYL(1-2)RHAMNOSIDE)#QUERCETIN-3-O-(6'''-PARA-COUMAROYL-GLUCOSYL-BETA(1-4)-RHAMNOSIDE)#QUERCETIN-3-O-(ALPHA-RHAMNOSYL(1-2)ALPHA-RHAMNOSYL(1-6)BETA-D-GLUCSOIDE#QUERCETIN-3-O-(ALPHA-RHAMNOSYL-(1-2)-ALPHA-RHAMNOSYL-(1-6))-BETA-GLUCOSIDE#QUERCETIN-3-O-2''-6''-DI-O-RHAMNOPYRANOSYL-GLUCOPYRANOSIDE#QUERCETIN-3-O-ALPHA-(6'''-PARA-COUMAROYL-GLUCOSYL-BETA-1-2-RHAMNOSIDE)#QUERCETIN-3-O-ALPHA-(6'''-PARA-COUMAROYL-GLUCOSYL-BETA-1-4-RHAMNOSIDE)#QUERCETIN-3-O-ALPHA-(6'''-PARA-COUMAROYL-GLYCOSYL-BETA-1-4-RHAMNOSIDE)#QUERCETIN-3-O-ALPHA-(6'''-PARA-COUMARYL-GLUCOSYL-BETA-1-4-RHAMNOSIDE)#QUERCETIN-3-O-ALPHA-L-[6'''-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)-RHAMNOPYRANOSIDE]#QUERCETIN-3-O-ALPHA-L-[6'''-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL(1-2)-RHAMNOPYRANOSIDE]-7-O-BETA-D-GLUCOPYRANOSIDE]#QUERCETIN-3-O-BETA-D-GLUCOPYRANOSYL(1-2)-ALPHA-L-RHAMNPYRANOSIDE#QUERCETIN-3-O-COUMAROYL-GLUCORHAMNOSIDE#QUERCETIN-3-O-PARA-COUMAROYL-GLUCO-RHAMNOSIDE#QUERCETIN-3-O-[2''-O-6'''-O-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL]-ALPHA-L-RHAMNOPYRANOSYL-7-O-BETA-D-GLUCOPYRANSOIDE#QUERCETIN-3-O-[6'''-O-PARA-COUMAROYL-BETA-D-GLUCOSYL-(1-2)-ALPHA-L-RHAMNOSIDE]#QUERCETIN-3-RHAMNOGLUCOSIDE
GLEICHENIACEAE#GLEICHENIA CUNNINGHAMII#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
HALORAGACEAE#MYRIOPHYLLUM BRASILIENSE_strain_4#QUERCETIN
HAMAMELIDACEAE#HAMAMELIS VIRGINIANA#QUERCETIN
HAMAMELIDACEAE#LIQUIDAMBAR FORMOSANA#QUERCETIN-3-O-(6''-O-GALLOYL)-GLUCOSIDE
HAMAMELIDACEAE#LIQUIDAMBAR STYRACIFLUA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
HIPPOCASTANACEAE#AESCULUS CARNEA#
HIPPOCASTANACEAE#AESCULUS CHINENSIS#QUERCETIN-3-O-BETA-XYLOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-XYLOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSIDE-3'-O-(6-O-INDOLIN-2-ONE-3-HYDROXY-3-ACETYL)-BETA-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-XYLOPYRANOSYL(1-2)BETA-GLUCOPYRANOSIDE-3'-O(6-O-NICOTINOYL)-BETA-GLUCOPYRANOSIDE#QUERCETIN-3-O-SAMBUBIOSIDE#QUERCETIN-3-O-SAMBUBIOSYL-3'-O-BETA-GLUCOPYRANOSIDE#QUERCETIN-3-[BETA-XYLOPYRANOSYL(1-2)-BETA-GLUCOPYRANOSYL(1-3)]-BETA-GLUCOPYRANOSIDE
HIPPOCASTANACEAE#AESCULUS HIPPOCASTANUM#QUERCETIN
HIPPOCASTANACEAE#AESCULUS INDICA#QUERCETIN
HIPPOCASTANACEAE#AESCULUS PUNDUANA#QUERCETIN
HIPPOCASTANACEAE#AESCULUS TURBINATA#
HYDROPHYLLACEAE#HYDROPHYLLUM TENUIPES#QUERCETIN
HYDROPHYLLACEAE#HYDROPHYLLUM VIRGINICUM#QUERCETIN
HYMENOPHYLLACEAE#HYMENOPHYLLUM DEMISSUM#QUERCETIN-3-O-ALPHA-L-RHAMNOSYL-GLUCOSIDE
ILLICIACEAE#ILLICIUM MANIPURENSE#QUERCETIN
ILLICIACEAE#ILLICIUM VERUM#QUERCETIN
IRIDACEAE#ARISTEA ALATA#QUERCETIN
IRIDACEAE#ARISTEA COMPRESSA#QUERCETIN
IRIDACEAE#ARISTEA ENSIFOLIA#QUERCETIN
IRIDACEAE#ARISTEA LUGENS#QUERCETIN
IRIDACEAE#ARISTEA SINGULARIS#QUERCETIN
IRIDACEAE#CROCUS ANTALYENSIS#QUERCETIN-3-4'-DI-O-BETA-D-GLUCOPYRANOSIDE#QUERCETIN-3-O-BETA-D-(2-O-BETA-D-GLUCOPYRANOSYL)-GLUCOPYRANOSIDE
IRIDACEAE#CROCUS AUREUS#QUERCETIN
IRIDACEAE#CROCUS CHRYSANTHUS#QUERCETIN-3-O-ALPHA-L-(2-O-BETA-D-GLUCOPYRANOSYL)-RHAMNOPYRANOSIDE-7-O-BETA-D-GLUCOPYRANOSIDE
IRIDACEAE#CROCUS CORSICUS#QUERCETIN
IRIDACEAE#CROCUS ETRUSCUS#QUERCETIN
IRIDACEAE#CROCUS KOROLKOWII#QUERCETIN
IRIDACEAE#CROCUS LAEVIGATUS#QUERCETIN
IRIDACEAE#CROCUS MINIMUS#QUERCETIN
IRIDACEAE#CROCUS VERSICOLOR#QUERCETIN
IRIDACEAE#GLADIOLUS ATROVIOLACEUS#QUERCETIN
IRIDACEAE#KLATTIA PARTITA_var.FLAVA#QUERCETIN
IRIDACEAE#NIVENIA FRUTICOSA#QUERCETIN
IRIDACEAE#NIVENIA SPECIES#QUERCETIN
IRIDACEAE#PATERSONIA FRAGILIS#QUERCETIN
IRIDACEAE#PATERSONIA LONGIFOLIA#QUERCETIN
IRIDACEAE#PATERSONIA LONGISCAPA#QUERCETIN
IRIDACEAE#PATERSONIA OCCIDENTALIS#QUERCETIN
IRIDACEAE#PATERSONIA SERICEA#QUERCETIN
IRIDACEAE#WITSENIA MAURA#QUERCETIN
JUGLANDACEAE#CARYA OVATA#QUERCETIN
JUGLANDACEAE#ENGELHARDTIA COLEBROOKIANA#
JUGLANDACEAE#JUGLANS MANDSHURICA#QUERCETIN
JUGLANDACEAE#JUGLANS NIGRA#QUERCETIN#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
JUGLANDACEAE#JUGLANS REGIA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
JUGLANDACEAE#JUGLANS REGIA_var.ORIENTALIS#QUERCETIN
JUGLANDACEAE#PLATYCARYA STROBILACEA#QUERCETIN#QUERCETIN-3-O-(2''-O-GALLOYL)-BETA-D-GALACTOSIDE#QUERCETIN-3-O-(2''-O-GALLOYL)-BETA-D-GLUCOSIDE
JUGLANDACEAE#PTEROCARYA FRAXINIFOLIA#QUERCETIN-3-O-GLUCOSYL-GALACTOSIDE
JULIANIACEAE#CYCLOCARYA PALIURIS#QUERCETIN
JUNCACEAE#JUNCUS EFFUSUS#QUERCETIN
JUNCACEAE#JUNCUS FONTANESII#QUERCETIN
JUNCACEAE#MARSIPPOSPERMUM GRANDIFLORUM#QUERCETIN
JUNCACEAE#PRIONIUM SERRATUM#QUERCETIN
LAMIACEAE#ACINOS SUAVEOLENS#QUERCETIN
LAMIACEAE#CALAMINTHA GRANDIFLORA#
LAMIACEAE#COLEBROOKEA OPPOSITIFOLIA#QUERCETIN
LAMIACEAE#COLEUS AMBOINICUS#QUERCETIN
LAMIACEAE#COLEUS SPICATUS#QUERCETIN,3-7-DIMETHYL:
LAMIACEAE#ISODON RUBESCENS_var.LUSHIENSIS#QUERCETIN
LAMIACEAE#ISODON SCULPONEATUS#QUERCETIN
LAMIACEAE#LAMIUM ALBUM#QUERCETIN-5-O-BETA-D-GLUCOSIDE
LAMIACEAE#LAMIUM MACULATUM_var.KANSUENSE#
LAMIACEAE#LEONOTIS NEPETIFOLIA#QUERCETIN
LAMIACEAE#LEONURUS ARTEMISIA#QUERCETIN-3-[O-(4-HYDROXY-3-5-DIMETHOXY-BENZOYL)-ALPHA-L-RHAMNOPYRANOSYL]-(1-6)-BETA-D-GALACTOPYRANOSIDE
