ACANTHACEAE#THOMANDERSIA LAURIFOLIA#CYANIDIN
CAPRIFOLIACEAE#SAMBUCUS CANADENSIS#5-O-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-5-DI-O-BETA-D-DIGLUCOSIDE-PARA-COUMARATE#CYANIDIN-3-O-(6-O-CIS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE)-5-O-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE-5-O-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-BETA-D-XYLOGLUCOSIDE-5-GLUCOSIDE#CYANIDIN-3-O-[6-O-(TRANS-PARA-COUMAROYL-2-O-(BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE]:#CYANIDIN-3-SAMBUBIOSIDE#CYANIDIN-3-SAMBUBIOSIDE-5-GLUCOSIDE#CYANIDIN-3-XYLOGLUCOSIDE-5-GLUCOSIDE-PARA-COUMARATE
CAPRIFOLIACEAE#SAMBUCUS EBULUS#CYANIDIN-2-SAMBUBIOSIDE-5-GLUCOSIDE#CYANIDIN-3-SAMBUBIOSIDE#CYANIDIN-3-SAMBUBIOSIDE-5-GLUCOSIDE
CAPRIFOLIACEAE#SAMBUCUS NIGRA#CYANIDIN-3-5-DIGLUCOSIDE#CYANIDIN-3-O-(6-O-CIS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE-5-O-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-(6-O-TRANS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE-5-O-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-O-(6-TRANS-PARA-COUMAROYL-2-O-BETA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-SAMBUBIOSIDE#CYANIDIN-3-SAMBUBIOSIDE-5-DIGLUCOSIDE#CYANIDIN-3-SAMBUBIOSIDE-5-GLUCOSIDE#CYANIDIN-3-SAMBUBIOSYL-5-GLUCOSIDE
CAPRIFOLIACEAE#SAMBUCUS RACEMOSA#CYANIDIN-3-PARA-COUMAROYL-SAMBUBIOSIDE-5-GLUCOSIDE#CYANIDIN-3-SAMBUBIOSIDE-5-GLUCOSIDE
CAPRIFOLIACEAE#VIBURNUM BUDDLEIFOLIUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM BURKWOODII#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN C-1#PROCYANIDIN E
CAPRIFOLIACEAE#VIBURNUM CARLESII#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM CORYLIFOLIUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM COTINIFOLIUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM CYLINDRICUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM DAVIDII#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM DENTATUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM DILATATUM#CYANIDIN-3-SAMBUBIOSIDE
CAPRIFOLIACEAE#VIBURNUM FOETENS#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM FOETIDUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM FRAGRANS#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM LANTANA#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM LENTAGO#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM LOBOPHYLLUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM MACROCEPHALUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM MONGOLICUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM OPULUS#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM PLICATUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM RAFINESQUIANUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM RHYTIDOPHYLLUM#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM SARGENTII#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM SYMPODIALE#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM TINUS#CYANIDIN
CAPRIFOLIACEAE#VIBURNUM TRILOBUM#CYANIDIN-3-ARABINOSYL-SAMBUIOSIDE
CARYOPHYLLACEAE#ARENARIA PURPURASCENS#CYANIDIN
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS#CYANIDIN-3-MALONYL-GLUCOSIDE#CYANIDIN-6''-O-4-6'''-O-1-CYCLIC MALATE,3-5-DI-O-(BETA-GLUCOPYRANOSYL):
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS_CV.KORTINAZEALAND#CYANIDIN-3-5-DI-O-GLUCOSIDE-(6''-6'''-MALYL DIESTER)#CYANIDIN-3-O-(6-O-MALYL0GLUCOSIDE)-5-O-GLUCOSIDE
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS_CV.PURPLE#CYANIDIN-3-5-DI-O-GLUCOSIDE-(6''-6'''-MALYL DIESTER)#CYANIDIN-3-O-(6-O-MALYL-GLUCOSIDE)-5-O-GLUCOSIDE
CARYOPHYLLACEAE#DIANTHUS CARYOPHYLLUS_CV.SCANIA#CYANIDIN-3-O-(6-O-MALONYL-BETA-D-GLUCOPYRANOSIDE)
CARYOPHYLLACEAE#DIANTHUS DELTOIDES#CYANIDIN-3-MALYL-GLUCOSIDE
CELASTRACEAE#CASSINE PAPILLOSA#OURATEA PROANTHOCYANIDIN
CELASTRACEAE#ELAEODENDRON BALAE#ELAEOCYANIDIN#LEUCOANTHOCYANIDIN I#OURATEA PROANTHOCYANIDIN A
CELASTRACEAE#MAYTENUS FLORIBUNDA#PROANTHOCYANIDIN A
CELASTRACEAE#MAYTENUS GUIANENSIS#ANTHOCYANIDIN A,PRO:
CELASTRACEAE#MAYTENUS LAEVIS#OURATEA PROANTHOCYANIDIN A#OURATEA PROANTHOCYANIDIN B#OURATEAPROANTHOCYANIDIN A
CELASTRACEAE#MAYTENUS SENEGALENSIS#PROCYANIDIN B-2
CELASTRACEAE#MAYTENUS TRICHOTOMA#LEUCOCYANIDIN
CELASTRACEAE#PERIPTERYGIA MARGINATA#CYANIDIN
CELASTRACEAE#PRIONOSTEMMA ASPERA#OURATEA PROANTHOCYANIDIN A#OURATEA PROANTHOCYANIDIN B
CHRYSOBALANACEAE#MAGNISTIPULA GLABERRIMA#CYANIDIN
CHRYSOBALANACEAE#PARINARI EXCELSA#CYANIDIN
CHRYSOBALANACEAE#PARINARI SPECIES#CYANIDIN
CISTACEAE#CISTUS INCANUS#PROCYANIDIN B-1#PROCYANIDIN B-3
CISTACEAE#CISTUS INCANUS_SSP.TAURICUS#PROCYANIDIN B-1#PROCYANIDIN B-3
CLUSIACEAE#ALLANBLACKIA FLORIBUNDA#CYANIDIN
CLUSIACEAE#CALOPHYLLUM INOPHYLLUM#LEUCOCYANIDIN#LEUCOCYANIDIN,(DL):
CLUSIACEAE#CLUSIA SANDIENSIS#PROCYANIDIN B-2
CLUSIACEAE#GARCINIA CHROMOCARPA#CYANIDIN
CLUSIACEAE#GARCINIA CONRAUANA#CYANIDIN
CLUSIACEAE#GARCINIA DENSIVENIA#CYANIDIN
CLUSIACEAE#GARCINIA INDICA#CYANIDIN-3-SAMBUBIOSIDE
CLUSIACEAE#GARCINIA MANGOSTANA#CYANIDIN-3-O-BETA-D-SOPHOROSIDE#PROANTHOCYANIDIN A-1#PROANTHOCYANIDIN A-2#PROCYANIDIN A-2#PROCYANIDIN B-2#PROCYANIDIN B-5
CLUSIACEAE#GARCINIA MANNII#CYANIDIN
CLUSIACEAE#GARCINIA OVALIFOLIA#CYANIDIN
CLUSIACEAE#HARUNGANA MADAGASCARIENSIS#PROCYANIDIN B-2#PROCYANIDIN B-7
CLUSIACEAE#HYPERICUM ANDROSAEMUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM ASCYRON#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM CALYCINUM#CYANIDIN#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM CANARIENSE#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM CHINENSE#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM DEGENII#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM EMPETRIFOLIUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM ERECTUM#PROCYANIDIN B-2#PROCYANIDIN C-1
CLUSIACEAE#HYPERICUM GRANDIFLORUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM HIRCINUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM HIRSUTUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM HOOKERIANUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM HUMIFUSUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM INODORUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM MACULATUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM MONTANUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM NUMMULARIUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM OLYMPICUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM PATULUM#CYANIDIN-3-O-BETA-D-RUTINOSIDE#LEUCOCYANIDIN#PROCYANIDIN B-2
CLUSIACEAE#HYPERICUM PERFORATUM#CYANIDIN-3-O-ALPHA-L-RHAMNOSIDE#LEUCOCYANIDIN#PROCYANIDIN A-2#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-5#PROCYANIDIN B-7#PROCYANIDIN C-1
CLUSIACEAE#HYPERICUM POLYPHYLLUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM PROLIFICUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM PRZEWALSKI#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM PULCHRUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM PYRAMIDATUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM RUMELIACUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM TETRAPTERUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM TOMENTOSUM#LEUCOCYANIDIN
CLUSIACEAE#HYPERICUM UNDULATUM#LEUCOCYANIDIN
CLUSIACEAE#MAMMEA AFRICANA#CYANIDIN
CLUSIACEAE#OCHROCARPOS SIAMENSIS#OCHROCARPUS PROANTHROCYANIDIN 1
CLUSIACEAE#PSOROSPERMUM FEBRIFUGUM#PROCYANIDIN B-2
CLUSIACEAE#PSOROSPERMUM STAUDTII#CYANIDIN
CLUSIACEAE#SYMPHONIA GLOBULIFERA#CYANIDIN
CLUSIACEAE#VISMIA GUIANENSIS#PROCYANIDIN B-2
COMBRETACEAE#STREPHONEMA MANNII#CYANIDIN
COMBRETACEAE#STREPHONEMA PSEUDOCOLA#CYANIDIN
COMBRETACEAE#TERMINALIA ALATA#LEUCOANTHOCYANIDIN
COMBRETACEAE#TERMINALIA ARJUNA#LEUCOCYANIDIN#LEUCOCYANIDIN,(+):
COMBRETACEAE#TERMINALIA CATAPPA#PROCYANIDIN B-1#PROCYANIDIN B-2,3'-O-GALLOYL:
COMBRETACEAE#TERMINALIA TOMENTOSA#LEUCOCYANIDIN
COMMELINACEAE#TRADESCANTIA PALLIDA#CYANIDIN-3-O-BETA-D-GLUCOSIDE(ACYLATED)
COMMELINACEAE#ZEBRINA PENDULA#CYANIDIN-3-3'-7-TRIGLUCOSIDE
CONNARACEAE#CNESTIS FERRUGINEA#CYANIDIN GLUCOSIDE
CONNARACEAE#ROUREA INDUTA#PROCYANIDIN C-1
CONVOLVULACEAE#CALYSTEGIA SILVATICA#CYANIDIN-3-O-BETA-D-RUTINOSIDE
CONVOLVULACEAE#IPOMOEA ASARIFOLIA#CYANIDIN-3-O-[2-O-(6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-(TRANS-PARA-COUMAROYL)-BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]-5-O(BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-TRANS-CAFFEOYL-BETA-D-GLUCOPYRANOSYL)]-{6-O-[4-O-(6-O-TRANS-3-5-DIHYDROXY-CINNAMOYL-BETA-D-GLUCOPYRANOSYL)-TRANS-CAFFEOYL]-BETA-D-GLUCOPYRANOSYL}-5-O-[BETA-D-GLUCOPRYANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-TRANS-COUMAROYL-BETA-D-GLUCOPYRANOSYL)]-{6-O-[4-O-(6-O-TRANS-COUMAROYL-BETA-D-GLUCOPYRANOSYL)-TRANS-CAFFEOYL]-BETA-D-GLUCOPYRANOSYL}-5-O-[BETA-D-GLUCOPYRANSOYL]
CONVOLVULACEAE#IPOMOEA BATATAS#BENZOYL,4-HYDROXY:#CAFFEOYL-CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE#CAFFEOYL-PARA-HYDROXY-BENZOYL-CYANIDIN-3-DIGLUCOSIDE-5-GLUCOSIDE#CYANIDIN,3-(6-6'-CAFFEYL-FERULYL-SOPHOROSIDE)-5-GLUCOSIDE#CYANIDIN-3-DIGLUCOSIDE-5-GLUCOSIDE,PARA-HYDROXY-BENZOYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,CAFFEOYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,DICAFFEOYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,DIFERULOYL:#DICAFFEOYL-CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE#FERULOYL-CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE
CONVOLVULACEAE#IPOMOEA BATATAS_CV.AYAMURASAKI#CYANIDIN-3-O-SOPHOROSIDE-5-O-GLUCOSIDE#CYANIDIN-3-O-[2-O-(6-O-TRANS-PARA-COUMAROYL-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA BATATAS_CV.AYAMURASAKIJAPAN#CYANIDIN-3-(CAFFEOYL-FERULOYL-SOPHOROSIDE)-5-GLUCOSIDE#CYANIDIN-3-(CAFFEOYL-PARA-HYDROXY-BENZOYL-SOPHOROSIDE)-5-GLUCOSIDE#CYANIDIN-3-(DICAFFEOYL-SOPHOROSIDE)-5-GLUCOSIDE#CYANIDIN-3-(PARA-COUMAROYL-SOPHOROSIDE)-5-GLUCOSIDE#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE
CONVOLVULACEAE#IPOMOEA BATATAS_CV.YAMAGAWAMURASAKI#CYANIDIN-3-CAFFEYL-FERULYL-SOPHOROSIDE-5-GLUCOSIDE#CYANIDIN-3-O-(6-O-TRANS-CAFFEYL)-2-O-BETA-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE)-5-O-BETA-GLUCOSIDE
CONVOLVULACEAE#IPOMOEA CARNEA#CYANIDIN-3-5-BETA-DIGLUCOSIDE#CYANIDIN-3-BETA-RHAMNOSIDE
CONVOLVULACEAE#IPOMOEA NIL#CYANIDIN#CYANIDIN-3-O-[6-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA NIL_CV.AKA-BATO#CYANIDIN-3-O-[6-O-(TRANS-3-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA NIL_CV.AKATSUKINOMINE#CYANIDIN-3-O-[2-O-(BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-4-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL]-BETA-D-GLUCOPYRANOSYL)-5-O-(BETA-D-GLUCOPYRANOSIDE)
CONVOLVULACEAE#IPOMOEA NIL_CV.CHA#CYANIDIN-3-O-[6-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA NIL_CV.KAGURAHEN#CYANIDIN-3-O-[6-O-(TRANS-3-O-(BETA-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA NIL_CV.KOTOKAGAMI#CYANIDIN-3-O-[6-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA NIL_CV.UNZEN#CYANIDIN-3-O-[6-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE
CONVOLVULACEAE#IPOMOEA PURPUREA#CYANIDIN-3-O-[2-O-(6-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-4-O-(-6-TRANS-CAFFEYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-(TRANS-4-O-(TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL)-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-(TRANS-CAFFEYL)-BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(6-O-TRANS-3-O-(BETA-D-GLUCOPYRANOSYL)-CAFFEYL)-BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-CAFFEYL)-BETA-D-GLUCOPYRANOSIDE]-5-O-[BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(BETA-D-GLUCOPYRANOSYL)-6-O-(TRANS-CAFFEOYL)-BETA-D-GLUCOPYRANOSIDE]#CYANIDIN-3-O-[2-O-(BETA-D-GLUCOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE#CYANIDIN-3-SOPHOROSIDE,TRIGLUCOSYL-CAFFEOYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,CAFFEYL-GLUCOSYL-CAFFEYL-PARA-COUMARYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,CAFFEYL-PARA-COUMARYL:#CYANIDIN-3-SOPHOROSIDE-5-GLUCOSIDE,MONO-CAFFEYL:
CORNACEAE#CORNUS ALBA#CYANIDIN-3-O-ALPHA-L-ARABINOSIDE#CYANIDIN-3-O-BETA-D-GALACTOSIDE#PROCYANIDIN
CORNACEAE#CORNUS ALTERNIFOLIA#CYANIDIN-3-O-BETA-D-GALACTOSIDE#PROCYANIDIN
CORNACEAE#CORNUS AMOMUM#PROCYANIDIN
CORNACEAE#CORNUS AUSTRALIS#PROCYANIDIN
CORNACEAE#CORNUS CANADENSIS#CYANIDIN-3-O-ALPHA-L-GALACTOSIDE#CYANIDIN-3-O-BETA-D-ROBINOBIOSIDE#CYANIDIN-3-O-BETA-D-RUTINOSIDE#PROCYANIDIN
CORNACEAE#CORNUS CAPITATA#PROCYANIDIN
CORNACEAE#CORNUS CONTROVERSA#PROCYANIDIN
CORNACEAE#CORNUS FLORIDA#PROCYANIDIN
CORNACEAE#CORNUS KOUSA#PROCYANIDIN B-3
CORNACEAE#CORNUS KOUSA_VAR.CAPITATA#PROCYANIDIN
CORNACEAE#CORNUS MACROPHYLLA#PROCYANIDIN
CORNACEAE#CORNUS MAS#PROCYANIDIN
CORNACEAE#CORNUS NUTTALLII#PROCYANIDIN
CORNACEAE#CORNUS OFFICINALIS#PROCYANIDIN
CORNACEAE#CORNUS PAUCINERVIS#PROCYANIDIN
CORNACEAE#CORNUS RUGOSA#PROCYANIDIN
CORNACEAE#CORNUS SANGUINEA#PROCYANIDIN
CORNACEAE#CORNUS SUECICA#CYANIDIN-3-O-BETA-(2''-GLUCOPYRANOSYL-O-BETA-GALACTOPYRANOSIDE)#CYANIDIN-3-O-BETA-(2''-GLUCOPYRANOSYL-O-BETA-GLUCOPYRANOSIDE)#CYANIDIN-3-O-GALACTOSIDE
CORNACEAE#CORNUS VOLKENSII#PROCYANIDIN
CORNACEAE#CORNUS WALTERI#PROCYANIDIN
CRASSULACEAE#CLEMENTSIA SEMENOVII#PROANTHOCYANIDIN CS-1#PROANTHOCYANIDIN CS-2#PROANTHOCYANIDIN CS-3#PROANTHOCYANIDIN CS-4
CRASSULACEAE#RHODIOLA PAMIROALAICA#PROANTHOCYANIDIN RP-1#PROANTHOCYANIDIN RP-2#PROANTHOCYANIDIN RP-3#PROANTHOCYANIDIN RP-4
CUPRESSACEAE#JUNIPERUS DRUPACEA#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-7
CUPRESSACEAE#JUNIPERUS SABINA#PROCYANIDIN B-2#PROCYANIDIN B-3#PROCYANIDIN B-4
CUPRESSACEAE#THUJA ORIENTALIS#PROCYANIDIN B-1#PROCYANIDIN B-3
CUPRESSACEAE#THUJOPSIS DOLABRATA#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-4#PROCYANIDIN B-5#PROCYANIDIN B-6#PROCYANIDIN B-7#PROCYANIDIN C-1#PROCYANIDIN C-2
CYATHEACEAE#CYATHEA DEALBATA#PROANTHOCYANIDIN POLYMER
CYNOMORIACEAE#CYNOMORIUM COCCINEUM#CYANIDIN-3-O-(6-O-RHAMNOSYL-GLUCOSIDE)
CYNOMORIACEAE#CYNOMORIUM SONGARICUM#PROCYANIDIN B-1#PROCYANIDIN B-6
CYPERACEAE#CAUSTIS FLEXUOSA#CYANIDIN
CYPERACEAE#CAUSTIS PENTANDRA#CYANIDIN
CYPERACEAE#CAUSTIS RECURVATA#LEUCOCYANIDIN
CYPERACEAE#CRYPTANGIUM LEPTOCLADUM#CYANIDIN
CYPERACEAE#DIPLACRUM LONGIFOLIUM#CYANIDIN
CYPERACEAE#DIPLACRUM LONGIFOLIUM_SSP.PTEROSLERIA#CYANIDIN
CYPERACEAE#ELEOCHARIS COMPLANATA#CYANIDIN
CYPERACEAE#ERIOPHORUM VAGINATUM#CYANIDIN
CYPERACEAE#FIMBRISTYLIS DICHOTOMA#CYANIDIN
CYPERACEAE#FIMBRISTYLIS TISSERANTII#CYANIDIN
CYPERACEAE#GAHNIA BANIENSIS#CYANIDIN
CYPERACEAE#HOLOSCHOENUS VULGARIS#CYANIDIN
CYPERACEAE#KYLLINGA CRASSIPES#CYANIDIN
CYPERACEAE#LEPIDOSPERMA LATERALE#LEUCOCYANIDIN
CYPERACEAE#MARISCUS UMBELLATUS#CYANIDIN
CYPERACEAE#PYCREUS LANCEOLATUS#CYANIDIN
CYPERACEAE#PYCREUS MUNDTII#CYANIDIN
CYPERACEAE#PYCREUS NIGRICANS#CYANIDIN
CYPERACEAE#PYCREUS NUERENSIS#CYANIDIN
CYPERACEAE#RHYNCHOSPORA TRIFLORA#CYANIDIN
CYPERACEAE#SCHOENOPLECTUS LACUSTRIS#CYANIDIN
CYPERACEAE#SCIRPUS FRONDOSUS#CYANIDIN
CYPERACEAE#SCLERIA BULBIFERA#CYANIDIN
CYPERACEAE#SCLERIA GRACILLIMA#CYANIDIN
CYPERACEAE#SCLERIA PERGRACILIS#CYANIDIN
CYPERACEAE#SCLERIA PTEROTA#CYANIDIN
CYPERACEAE#SCLERIA TESSELLATA#CYANIDIN
DAVALLIACEAE#DAVALLIA DIVARICATA#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-2 3''-O-BETA-D-ALLOPYRANOSIDE
DAVALLIACEAE#DAVALLIA MARIESII#PROCYANIDIN B-2#PROCYANIDIN B-5
DENNSTAEDTIACEAE#PTERIDIUM AQUILINUM#LEUCOCYANIDIN
DIOSCOREACEAE#DIOSCOREA ALATA_CV.KING#CYANIDIN-3-O-GENTIOBIOSIDE
DIOSCOREACEAE#DIOSCOREA CIRRHOSA#PROCYANIDIN B-1#PROCYANIDIN B-2#PROCYANIDIN B-5
DRYOPTERIDACEAE#DRYOPTERIS ERYTHROSORA#CYANIDIN
DRYOPTERIDACEAE#DRYOPTERIS FILIX-MAS#LEUCOCYANIDIN#PROCYANIDIN B-2
EBENACEAE#DIOSPYROS ABYSSINICA#CYANIDIN
EBENACEAE#DIOSPYROS CINNABARINA#CYANIDIN
EBENACEAE#DIOSPYROS DENDO#CYANIDIN
EBENACEAE#DIOSPYROS DIEPENHORSTII#DIOSPYROS PROANTHOCYANIDIN 3
EBENACEAE#DIOSPYROS FRAGRANS#CYANIDIN
EBENACEAE#DIOSPYROS GRACILESCENS#CYANIDIN
EBENACEAE#DIOSPYROS HOYLEANA#CYANIDIN
EBENACEAE#DIOSPYROS ITURENSIS#CYANIDIN
EBENACEAE#DIOSPYROS KAKI#CYANIDIN
EBENACEAE#DIOSPYROS LONGIFLORA#CYANIDIN
EBENACEAE#DIOSPYROS MANNII#CYANIDIN
EBENACEAE#DIOSPYROS OBLIQUIFOLIA#CYANIDIN
EBENACEAE#DIOSPYROS ZENKERI#CYANIDIN
ELAEOCARPACEAE#ARISTOTELIA CHILENSIS#CYANIDIN-3-5-DI-O-BETA-D-GLUCOSIDE
ELAEOCARPACEAE#ELAEOCARPUS HOOKERIANUS#CYANIDIN
EMPETRACEAE#EMPETRUM NIGRUM_SSP.HERMAPHRODITUM#CYANIDIN ARABINOSIDE#CYANIDIN GALACTOSIDE
EPACRIDACEAE#ACROTRICHE SERRULATA#CYANIDIN-3-O-ARABINOSIDE
EPACRIDACEAE#EPACRIS GUNNII#CYANIDIN-3-O-ARABINOSIDE
EPACRIDACEAE#EPACRIS IMPRESSA#CYANIDIN-3-O-ARABINOSIDE
EPACRIDACEAE#LEUCOPOGON COLLINUS#CYANIDIN-3-O-ARABINOSIDE
